league,season,team,player,nation,age,born,preferred_foot,pos,cluster,Dominant_Role_in_Cluster
ITA-Serie A,2023 - 2024,Atalanta,Gianluca Scamacca,ITA,24,1999,Right,ST,17,ST
ITA-Serie A,2023 - 2024,Atalanta,Giorgio Scalvini,ITA,19,2003,Right,CB,4,CB
ITA-Serie A,2023 - 2024,Atalanta,Hans Hateboer,NED,29,1994,Right,CB,14,CM
ITA-Serie A,2023 - 2024,Atalanta,Isak Hien,SWE,24,1999,Right,CB,10,CB
ITA-Serie A,2023 - 2024,Atalanta,Mario Pašalić,CRO,28,1995,Right,CM,9,CAM
ITA-Serie A,2023 - 2024,Atalanta,Marten de Roon,NED,32,1991,Right,CM,2,CDM
ITA-Serie A,2023 - 2024,Atalanta,Matteo Ruggeri,ITA,21,2002,Left,LM,13,LB
ITA-Serie A,2023 - 2024,Atalanta,Sead Kolašinac,BIH,30,1993,Left,CB,10,CB
ITA-Serie A,2023 - 2024,Atalanta,Teun Koopmeiners,NED,25,1998,Left,CAM,11,ST
ITA-Serie A,2023 - 2024,Bologna,Alexis Saelemaekers,BEL,24,1999,Right,RM,0,RM
ITA-Serie A,2023 - 2024,Bologna,Charalampos Lykogiannis,GRE,29,1993,Left,LB,12,ST
ITA-Serie A,2023 - 2024,Bologna,Dan Ndoye,SUI,22,2000,Right,LM,6,RM
ITA-Serie A,2023 - 2024,Bologna,Giovanni Fabbian,ITA,20,2003,Right,CM,3,ST
ITA-Serie A,2023 - 2024,Bologna,Jhon Lucumí,COL,25,1998,Left,CB,15,CB
ITA-Serie A,2023 - 2024,Bologna,Joshua Zirkzee,NED,22,2001,Right,ST,11,ST
ITA-Serie A,2023 - 2024,Bologna,Kacper Urbanski,POL,18,2004,Right,CM,14,CM
ITA-Serie A,2023 - 2024,Bologna,Lewis Ferguson,SCO,23,1999,Right,CM,7,CM
ITA-Serie A,2023 - 2024,Bologna,Michel Aebischer,SUI,26,1997,Right,CM,5,CDM
ITA-Serie A,2023 - 2024,Bologna,Remo Freuler,SUI,31,1992,Right,CDM,5,CDM
ITA-Serie A,2023 - 2024,Bologna,Riccardo Calafiori,ITA,21,2002,Left,LB,15,CB
ITA-Serie A,2023 - 2024,Bologna,Riccardo Orsolini,ITA,26,1997,Left,RM,11,ST
ITA-Serie A,2023 - 2024,Bologna,Sam Beukema,NED,24,1998,Right,CB,15,CB
ITA-Serie A,2023 - 2024,Bologna,Stefan Posch,AUT,26,1997,Right,RB,5,CDM
ITA-Serie A,2023 - 2024,Cagliari,Adam Obert,SVK,20,2002,Left,LB,14,CM
ITA-Serie A,2023 - 2024,Cagliari,Alberto Dossena,ITA,24,1998,Right,CB,4,CB
ITA-Serie A,2023 - 2024,Cagliari,Alessandro Deiola,ITA,27,1995,Right,CM,14,CM
ITA-Serie A,2023 - 2024,Cagliari,Andrea Petagna,ITA,28,1995,Left,ST,12,ST
ITA-Serie A,2023 - 2024,Cagliari,Antoine Makoumbou,CGO,25,1998,Right,CDM,5,CDM
ITA-Serie A,2023 - 2024,Cagliari,Eldor Shomurodov,UZB,28,1995,Right,ST,3,ST
ITA-Serie A,2023 - 2024,Cagliari,Gabriele Zappa,ITA,23,1999,Right,RB,18,LB
ITA-Serie A,2023 - 2024,Cagliari,Gaetano Oristanio,ITA,20,2002,Left,CAM,12,ST
ITA-Serie A,2023 - 2024,Cagliari,Gianluca Lapadula,PER,33,1990,Left,ST,12,ST
ITA-Serie A,2023 - 2024,Cagliari,Ibrahim Sulemana,GHA,20,2003,Right,CDM,8,CB
ITA-Serie A,2023 - 2024,Cagliari,Matteo Prati,ITA,19,2003,Right,CDM,1,CDM
ITA-Serie A,2023 - 2024,Cagliari,Nahitan Nández,URU,27,1995,Right,CM,18,LB
ITA-Serie A,2023 - 2024,Cagliari,Paulo Azzi,BRA,29,1994,Right,LB,14,CM
ITA-Serie A,2023 - 2024,Cagliari,Tommaso Augello,ITA,28,1994,Left,LB,18,LB
ITA-Serie A,2023 - 2024,Cagliari,Yerry Mina,COL,28,1994,Right,CB,8,CB
ITA-Serie A,2023 - 2024,Cagliari,Zito Luvumbo,ANG,21,2002,Left,ST,16,RM
ITA-Serie A,2023 - 2024,Empoli,Alberto Grassi,ITA,28,1995,Right,CM,1,CDM
ITA-Serie A,2023 - 2024,Empoli,Emmanuel Gyasi,GHA,29,1994,Right,RM,12,ST
ITA-Serie A,2023 - 2024,Empoli,Giuseppe Pezzella,ITA,25,1997,Left,LM,14,CM
ITA-Serie A,2023 - 2024,Empoli,Jacopo Fazzini,ITA,20,2003,Right,CAM,6,RM
ITA-Serie A,2023 - 2024,Empoli,Liberato Cacace,NZL,22,2000,Left,LB,18,LB
ITA-Serie A,2023 - 2024,Empoli,Matteo Cancellieri,ITA,21,2002,Left,LM,16,RM
ITA-Serie A,2023 - 2024,Empoli,Nicolò Cambiaghi,ITA,22,2000,Right,LM,0,RM
ITA-Serie A,2023 - 2024,Empoli,Răzvan Marin,ROU,27,1996,Right,CM,14,CM
ITA-Serie A,2023 - 2024,Empoli,Sebastian Walukiewicz,POL,23,2000,Right,CB,4,CB
ITA-Serie A,2023 - 2024,Empoli,Sebastiano Luperto,ITA,26,1996,Left,CB,4,CB
ITA-Serie A,2023 - 2024,Empoli,Tyronne Ebuehi,NGA,27,1995,Right,RB,14,CM
ITA-Serie A,2023 - 2024,Empoli,Youssef Maleh,MAR,24,1998,Left,CM,2,CDM
ITA-Serie A,2023 - 2024,Fiorentina,Alfred Duncan,GHA,30,1993,Left,CM,19,CM
ITA-Serie A,2023 - 2024,Fiorentina,Andrea Belotti,ITA,29,1993,Right,ST,12,ST
ITA-Serie A,2023 - 2024,Fiorentina,Cristiano Biraghi,ITA,30,1992,Left,LB,7,CM
ITA-Serie A,2023 - 2024,Fiorentina,Fabiano Parisi,ITA,22,2000,Left,LB,18,LB
ITA-Serie A,2023 - 2024,Fiorentina,Jonathan Ikone,FRA,25,1998,Left,RM,6,RM
ITA-Serie A,2023 - 2024,Fiorentina,Luca Ranieri,ITA,24,1999,Left,CB,15,CB
ITA-Serie A,2023 - 2024,Fiorentina,Lucas Beltrán,ARG,22,2001,Right,CAM,3,ST
ITA-Serie A,2023 - 2024,Fiorentina,Lucas Martínez Quarta,ARG,27,1996,Right,CB,15,CB
ITA-Serie A,2023 - 2024,Fiorentina,M'Bala Nzola,ANG,26,1996,Left,ST,3,ST
ITA-Serie A,2023 - 2024,Fiorentina,Michael Kayode,ITA,19,2004,Right,RB,18,LB
ITA-Serie A,2023 - 2024,Fiorentina,Nikola Milenković,SRB,25,1997,Right,CB,4,CB
ITA-Serie A,2023 - 2024,Fiorentina,Riccardo Sottil,ITA,24,1999,Right,LM,16,RM
ITA-Serie A,2023 - 2024,Fiorentina,Rolando Mandragora,ITA,26,1997,Left,CM,19,CM
ITA-Serie A,2023 - 2024,Frosinone,Abdou Harroui,NED,25,1998,Right,CM,12,ST
ITA-Serie A,2023 - 2024,Frosinone,Anthony Oyono,GAB,22,2001,Right,RB,14,CM
ITA-Serie A,2023 - 2024,Frosinone,Caleb Okoli,ITA,22,2001,Right,CB,4,CB
ITA-Serie A,2023 - 2024,Frosinone,Emanuele Valeri,ITA,24,1998,Left,LB,14,CM
ITA-Serie A,2023 - 2024,Frosinone,Enzo Barrenechea,ARG,22,2001,Right,CM,5,CDM
ITA-Serie A,2023 - 2024,Frosinone,Francesco Gelli,ITA,26,1996,Right,CM,14,CM
ITA-Serie A,2023 - 2024,Frosinone,Ilario Monterisi,ITA,21,2001,Right,CB,8,CB
ITA-Serie A,2023 - 2024,Frosinone,Luca Mazzitelli,ITA,27,1995,Right,CM,5,CDM
ITA-Serie A,2023 - 2024,Frosinone,Marco Brescianini,ITA,23,2000,Left,CM,12,ST
ITA-Serie A,2023 - 2024,Frosinone,Matìas Soulé,ARG,20,2003,Left,CAM,0,RM
ITA-Serie A,2023 - 2024,Frosinone,Nadir Zortea,ITA,24,1999,Right,RM,16,RM
ITA-Serie A,2023 - 2024,Frosinone,Pol Lirola,ESP,25,1997,Right,RB,8,CB
ITA-Serie A,2023 - 2024,Frosinone,Riccardo Marchizza,ITA,25,1998,Left,LB,14,CM
ITA-Serie A,2023 - 2024,Frosinone,Walid Cheddira,MAR,25,1998,Right,ST,3,ST
ITA-Serie A,2023 - 2024,Genoa,Albert Guðmundsson,ISL,26,1997,Right,ST,11,ST
ITA-Serie A,2023 - 2024,Genoa,Caleb Ekuban,GHA,29,1994,Right,ST,3,ST
ITA-Serie A,2023 - 2024,Genoa,Johan Vásquez,MEX,24,1998,Left,CB,4,CB
ITA-Serie A,2023 - 2024,Genoa,Junior Messias,BRA,32,1991,Left,CM,12,ST
ITA-Serie A,2023 - 2024,Genoa,Koni De Winter,BEL,21,2002,Right,CB,4,CB
ITA-Serie A,2023 - 2024,Genoa,Mateo Retegui,ITA,24,1999,Right,ST,3,ST
ITA-Serie A,2023 - 2024,Genoa,Mattia Bani,ITA,29,1993,Right,CB,4,CB
ITA-Serie A,2023 - 2024,Genoa,Morten Frendrup,DEN,22,2001,Right,CM,2,CDM
ITA-Serie A,2023 - 2024,Genoa,Morten Thorsby,NOR,27,1996,Right,CM,12,ST
ITA-Serie A,2023 - 2024,Genoa,Radu Drăgușin,ROU,21,2002,Right,CB,8,CB
ITA-Serie A,2023 - 2024,Genoa,Ruslan Malinovskyi,UKR,30,1993,Left,CM,19,CM
ITA-Serie A,2023 - 2024,Genoa,Stefano Sabelli,ITA,30,1993,Right,RB,18,LB
ITA-Serie A,2023 - 2024,Hellas Verona,Cyril Ngonge,BEL,23,2000,Left,RM,3,ST
ITA-Serie A,2023 - 2024,Hellas Verona,Diego Coppola,ITA,19,2003,Right,CB,8,CB
ITA-Serie A,2023 - 2024,Hellas Verona,Federico Bonazzoli,ITA,26,1997,Left,ST,12,ST
ITA-Serie A,2023 - 2024,Hellas Verona,Filippo Terracciano,ITA,20,2003,Right,LB,14,CM
ITA-Serie A,2023 - 2024,Hellas Verona,Giangiacomo Magnani,ITA,27,1995,Left,CB,4,CB
ITA-Serie A,2023 - 2024,Hellas Verona,Juan David Cabal,COL,22,2001,Left,LB,1,CDM
ITA-Serie A,2023 - 2024,Hellas Verona,Michael Folorunsho,ITA,25,1998,Right,CAM,6,RM
ITA-Serie A,2023 - 2024,Hellas Verona,Milan Đurić,BIH,33,1990,Right,ST,12,ST
ITA-Serie A,2023 - 2024,Hellas Verona,Ondrej Duda,SVK,28,1994,Right,CM,2,CDM
ITA-Serie A,2023 - 2024,Hellas Verona,Suat Serdar,GER,26,1997,Right,CM,1,CDM
ITA-Serie A,2023 - 2024,Hellas Verona,Tijjani Noslin,NED,24,1999,Right,ST,3,ST
ITA-Serie A,2023 - 2024,Hellas Verona,Tomáš Suslov,SVK,21,2002,Left,CAM,16,RM
ITA-Serie A,2023 - 2024,Inter,Alessandro Bastoni,ITA,24,1999,Left,CB,15,CB
ITA-Serie A,2023 - 2024,Inter,Benjamin Pavard,FRA,27,1996,Right,CB,15,CB
ITA-Serie A,2023 - 2024,Inter,Carlos Augusto,BRA,24,1999,Left,LB,10,CB
ITA-Serie A,2023 - 2024,Inter,Davide Frattesi,ITA,23,1999,Right,CM,3,ST
ITA-Serie A,2023 - 2024,Inter,Denzel Dumfries,NED,27,1996,Right,RB,16,RM
ITA-Serie A,2023 - 2024,Inter,Federico Dimarco,ITA,25,1997,Left,LB,9,CAM
ITA-Serie A,2023 - 2024,Inter,Francesco Acerbi,ITA,35,1988,Left,CB,15,CB
ITA-Serie A,2023 - 2024,Inter,Hakan Çalhanoğlu,TUR,29,1994,Right,CDM,7,CM
ITA-Serie A,2023 - 2024,Inter,Henrikh Mkhitaryan,ARM,34,1989,Right,CM,7,CM
ITA-Serie A,2023 - 2024,Inter,Lautaro Martínez,ARG,25,1997,Right,ST,11,ST
ITA-Serie A,2023 - 2024,Inter,Marcus Thuram,FRA,25,1997,Right,ST,17,ST
ITA-Serie A,2023 - 2024,Inter,Matteo Darmian,ITA,33,1989,Right,RB,5,CDM
ITA-Serie A,2023 - 2024,Inter,Nicolò Barella,ITA,26,1997,Right,CM,7,CM
ITA-Serie A,2023 - 2024,Inter,Stefan de Vrij,NED,31,1992,Right,CB,10,CB
ITA-Serie A,2023 - 2024,Inter,Yann Aurel Bisseck,GER,22,2000,Right,CB,8,CB
ITA-Serie A,2023 - 2024,Juventus,Adrien Rabiot,FRA,28,1995,Left,CAM,13,LB
ITA-Serie A,2023 - 2024,Juventus,Andrea Cambiaso,ITA,23,2000,Left,LB,13,LB
ITA-Serie A,2023 - 2024,Juventus,Arkadiusz Milik,POL,29,1994,Left,ST,3,ST
ITA-Serie A,2023 - 2024,Juventus,Danilo,BRA,32,1991,Right,CB,15,CB
ITA-Serie A,2023 - 2024,Juventus,Dušan Vlahović,SRB,23,2000,Left,ST,17,ST
ITA-Serie A,2023 - 2024,Juventus,Fabio Miretti,ITA,19,2003,Right,CM,12,ST
ITA-Serie A,2023 - 2024,Juventus,Federico Chiesa,ITA,25,1997,Right,RM,0,RM
ITA-Serie A,2023 - 2024,Juventus,Federico Gatti,ITA,25,1998,Right,CB,15,CB
ITA-Serie A,2023 - 2024,Juventus,Filip Kostić,SRB,30,1992,Left,LM,18,LB
ITA-Serie A,2023 - 2024,Juventus,Kenan Yıldız,TUR,18,2005,Right,CAM,12,ST
ITA-Serie A,2023 - 2024,Juventus,Manuel Locatelli,ITA,25,1998,Right,CDM,5,CDM
ITA-Serie A,2023 - 2024,Juventus,Timothy Weah,USA,23,2000,Right,RM,14,CM
ITA-Serie A,2023 - 2024,Juventus,Weston McKennie,USA,24,1998,Right,CM,13,LB
ITA-Serie A,2023 - 2024,Lazio,Adam Marušić,MNE,30,1992,Right,RB,5,CDM
ITA-Serie A,2023 - 2024,Lazio,Alessio Romagnoli,ITA,28,1995,Left,CB,15,CB
ITA-Serie A,2023 - 2024,Lazio,Ciro Immobile,ITA,33,1990,Right,ST,3,ST
ITA-Serie A,2023 - 2024,Lazio,Daichi Kamada,JPN,26,1996,Right,CM,2,CDM
ITA-Serie A,2023 - 2024,Lazio,Danilo Cataldi,ITA,28,1994,Right,CDM,14,CM
ITA-Serie A,2023 - 2024,Lazio,Elseid Hysaj,ALB,29,1994,Right,LB,14,CM
ITA-Serie A,2023 - 2024,Lazio,Gustav Isaksen,DEN,22,2001,Left,RM,12,ST
ITA-Serie A,2023 - 2024,Lazio,Manuel Lazzari,ITA,29,1993,Right,RB,14,CM
ITA-Serie A,2023 - 2024,Lazio,Mario Gila,ESP,22,2000,Right,CB,10,CB
ITA-Serie A,2023 - 2024,Lazio,Mattia Zaccagni,ITA,28,1995,Right,LM,0,RM
ITA-Serie A,2023 - 2024,Lazio,Mattéo Guendouzi,FRA,24,1999,Right,CDM,5,CDM
ITA-Serie A,2023 - 2024,Lazio,Matías Vecino,URU,31,1991,Right,CM,3,ST
ITA-Serie A,2023 - 2024,Lazio,Nicolò Casale,ITA,25,1998,Right,CB,10,CB
ITA-Serie A,2023 - 2024,Lazio,Nicolò Rovella,ITA,21,2001,Right,CDM,1,CDM
ITA-Serie A,2023 - 2024,Lazio,Valentín Castellanos,ARG,24,1998,Right,ST,3,ST
ITA-Serie A,2023 - 2024,Lecce,Alexis Blin,FRA,26,1996,Right,CDM,1,CDM
ITA-Serie A,2023 - 2024,Lecce,Antonino Gallo,ITA,23,2000,Left,LB,18,LB
ITA-Serie A,2023 - 2024,Lecce,Gabriel Strefezza,BRA,26,1997,Right,RM,6,RM
ITA-Serie A,2023 - 2024,Lecce,Hamza Rafia,TUN,24,1999,Right,CM,1,CDM
ITA-Serie A,2023 - 2024,Lecce,Lameck Banda,ZAM,22,2001,Right,LM,16,RM
ITA-Serie A,2023 - 2024,Lecce,Marin Pongračić,CRO,25,1997,Right,CB,15,CB
ITA-Serie A,2023 - 2024,Lecce,Mohamed Kaba,FRA,21,2001,Right,CDM,1,CDM
ITA-Serie A,2023 - 2024,Lecce,Nikola Krstović,MNE,23,2000,Right,ST,17,ST
ITA-Serie A,2023 - 2024,Lecce,Patrick Dorgu,DEN,18,2004,Left,LB,8,CB
ITA-Serie A,2023 - 2024,Lecce,Pontus Almqvist,SWE,24,1999,Left,RM,6,RM
ITA-Serie A,2023 - 2024,Lecce,Remi Oudin,FRA,26,1996,Left,RW,12,ST
ITA-Serie A,2023 - 2024,Lecce,Roberto Piccoli,ITA,22,2001,Right,ST,3,ST
ITA-Serie A,2023 - 2024,Lecce,Valentin Gendrey,FRA,23,2000,Right,RB,13,LB
ITA-Serie A,2023 - 2024,Lecce,Ylber Ramadani,ALB,27,1996,Right,CDM,2,CDM
ITA-Serie A,2023 - 2024,Milan,Christian Pulisic,USA,24,1998,Right,RW,11,ST
ITA-Serie A,2023 - 2024,Milan,Davide Calabria,ITA,26,1996,Right,RB,2,CDM
ITA-Serie A,2023 - 2024,Milan,Fikayo Tomori,ENG,25,1997,Right,CB,15,CB
ITA-Serie A,2023 - 2024,Milan,Ismaël Bennacer,ALG,25,1997,Left,CDM,19,CM
ITA-Serie A,2023 - 2024,Milan,Malick Thiaw,GER,21,2001,Right,CB,10,CB
ITA-Serie A,2023 - 2024,Milan,Matteo Gabbia,ITA,23,1999,Right,CB,10,CB
ITA-Serie A,2023 - 2024,Milan,Olivier Giroud,FRA,36,1986,Left,ST,17,ST
ITA-Serie A,2023 - 2024,Milan,Rafael Leão,POR,24,1999,Right,LW,0,RM
ITA-Serie A,2023 - 2024,Milan,Ruben Loftus-Cheek,ENG,27,1996,Right,CM,11,ST
ITA-Serie A,2023 - 2024,Milan,Samuel Chukwueze,NGA,24,1999,Left,RW,16,RM
ITA-Serie A,2023 - 2024,Milan,Theo Hernández,FRA,25,1997,Left,LB,7,CM
ITA-Serie A,2023 - 2024,Milan,Tijjani Reijnders,NED,25,1998,Right,CM,7,CM
ITA-Serie A,2023 - 2024,Milan,Yacine Adli,FRA,23,2000,Right,CDM,5,CDM
ITA-Serie A,2023 - 2024,Milan,Yunus Musah,USA,20,2002,Right,CM,14,CM
ITA-Serie A,2023 - 2024,Monza,Andrea Carboni,ITA,22,2001,Left,CB,10,CB
ITA-Serie A,2023 - 2024,Monza,Andrea Colpani,ITA,24,1999,Left,RM,11,ST
ITA-Serie A,2023 - 2024,Monza,Armando Izzo,ITA,31,1992,Right,CB,4,CB
ITA-Serie A,2023 - 2024,Monza,Dany Mota,POR,25,1998,Right,CAM,16,RM
ITA-Serie A,2023 - 2024,Monza,Giorgos Kyriakopoulos,GRE,27,1996,Left,LB,18,LB
ITA-Serie A,2023 - 2024,Monza,Lorenzo Colombo,ITA,21,2002,Left,ST,12,ST
ITA-Serie A,2023 - 2024,Monza,Matteo Pessina,ITA,26,1997,Left,CM,7,CM
ITA-Serie A,2023 - 2024,Monza,Milan Đurić,BIH,33,1990,Right,ST,12,ST
ITA-Serie A,2023 - 2024,Monza,Pablo Marí,ESP,29,1993,Left,CB,4,CB
ITA-Serie A,2023 - 2024,Monza,Patrick Ciurria,ITA,28,1995,Left,CAM,14,CM
ITA-Serie A,2023 - 2024,Monza,Samuele Birindelli,ITA,24,1999,Right,RB,18,LB
ITA-Serie A,2023 - 2024,Monza,Valentin Carboni,ARG,18,2005,Left,CAM,16,RM
ITA-Serie A,2023 - 2024,Monza,Warren Bondo,FRA,19,2003,Right,CM,14,CM
ITA-Serie A,2023 - 2024,Napoli,Amir Rrahmani,KVX,29,1994,Right,CB,15,CB
ITA-Serie A,2023 - 2024,Napoli,Giacomo Raspadori,ITA,23,2000,Right,ST,17,ST
ITA-Serie A,2023 - 2024,Napoli,Giovanni Di Lorenzo,ITA,29,1993,Right,RB,7,CM
ITA-Serie A,2023 - 2024,Napoli,Juan Jesus,BRA,32,1991,Left,CB,15,CB
ITA-Serie A,2023 - 2024,Napoli,Khvicha Kvaratskhelia,GEO,22,2001,Right,LW,0,RM
ITA-Serie A,2023 - 2024,Napoli,Mathías Olivera,URU,25,1997,Left,LB,5,CDM
ITA-Serie A,2023 - 2024,Napoli,Matteo Politano,ITA,29,1993,Left,RW,9,CAM
ITA-Serie A,2023 - 2024,Napoli,Natan,BRA,22,2001,Left,CB,10,CB
ITA-Serie A,2023 - 2024,Napoli,Piotr Zieliński,POL,29,1994,Right,CM,7,CM
ITA-Serie A,2023 - 2024,Napoli,Stanislav Lobotka,SVK,28,1994,Right,CM,5,CDM
ITA-Serie A,2023 - 2024,Napoli,Victor Osimhen,NGA,24,1998,Right,ST,17,ST
ITA-Serie A,2023 - 2024,Roma,Angeliño,ESP,26,1997,Left,LB,14,CM
ITA-Serie A,2023 - 2024,Roma,Bryan Cristante,ITA,28,1995,Right,CM,7,CM
ITA-Serie A,2023 - 2024,Roma,Diego Llorente,ESP,29,1993,Right,CB,15,CB
ITA-Serie A,2023 - 2024,Roma,Edoardo Bove,ITA,21,2002,Right,CM,1,CDM
ITA-Serie A,2023 - 2024,Roma,Gianluca Mancini,ITA,27,1996,Right,CB,15,CB
ITA-Serie A,2023 - 2024,Roma,Leandro Paredes,ARG,29,1994,Right,CM,7,CM
ITA-Serie A,2023 - 2024,Roma,Leonardo Spinazzola,ITA,30,1993,Right,LB,16,RM
ITA-Serie A,2023 - 2024,Roma,Lorenzo Pellegrini,ITA,27,1996,Right,CAM,11,ST
ITA-Serie A,2023 - 2024,Roma,Nicola Zalewski,POL,21,2002,Right,LM,14,CM
ITA-Serie A,2023 - 2024,Roma,Paulo Dybala,ARG,29,1993,Left,CAM,11,ST
ITA-Serie A,2023 - 2024,Roma,Rasmus Kristensen,DEN,26,1997,Right,RB,8,CB
ITA-Serie A,2023 - 2024,Roma,Romelu Lukaku,BEL,30,1993,Left,ST,17,ST
ITA-Serie A,2023 - 2024,Roma,Stephan El Shaarawy,ITA,30,1992,Right,LM,16,RM
ITA-Serie A,2023 - 2024,Salernitana,Alessandro Zanoli,ITA,22,2000,Right,RB,14,CM
ITA-Serie A,2023 - 2024,Salernitana,Boulaye Dia,SEN,26,1996,Right,ST,12,ST
ITA-Serie A,2023 - 2024,Salernitana,Chukwubuikem Ikwuemesi,NGA,21,2001,Right,ST,12,ST
ITA-Serie A,2023 - 2024,Salernitana,Domagoj Bradarić,CRO,23,1999,Left,LB,18,LB
ITA-Serie A,2023 - 2024,Salernitana,Grigoris Kastanos,CYP,25,1998,Left,CAM,12,ST
ITA-Serie A,2023 - 2024,Salernitana,Lassana Coulibaly,MLI,27,1996,Right,CDM,1,CDM
ITA-Serie A,2023 - 2024,Salernitana,Lorenzo Pirola,ITA,21,2002,Left,CB,4,CB
ITA-Serie A,2023 - 2024,Salernitana,Loum Tchaouna,FRA,19,2003,Left,RM,16,RM
ITA-Serie A,2023 - 2024,Salernitana,Pasquale Mazzocchi,ITA,28,1995,Right,RB,14,CM
ITA-Serie A,2023 - 2024,Salernitana,Toma Bašić,CRO,26,1996,Right,CM,14,CM
ITA-Serie A,2023 - 2024,Sassuolo,Andrea Pinamonti,ITA,24,1999,Right,ST,17,ST
ITA-Serie A,2023 - 2024,Sassuolo,Armand Lauriente,FRA,24,1998,Right,LW,0,RM
ITA-Serie A,2023 - 2024,Sassuolo,Daniel Boloca,ROU,24,1998,Right,CM,5,CDM
ITA-Serie A,2023 - 2024,Sassuolo,Domenico Berardi,ITA,28,1994,Left,RW,17,ST
ITA-Serie A,2023 - 2024,Sassuolo,Jeremy Toljan,GER,28,1994,Right,RB,14,CM
ITA-Serie A,2023 - 2024,Sassuolo,Josh Doig,SCO,21,2002,Left,LB,14,CM
ITA-Serie A,2023 - 2024,Sassuolo,Kristian Thorstvedt,NOR,24,1999,Left,CM,11,ST
ITA-Serie A,2023 - 2024,Sassuolo,Martin Erlic,CRO,25,1998,Right,CB,4,CB
ITA-Serie A,2023 - 2024,Sassuolo,Mattia Viti,ITA,21,2002,Left,CB,8,CB
ITA-Serie A,2023 - 2024,Sassuolo,Nedim Bajrami,ALB,24,1999,Right,CAM,12,ST
ITA-Serie A,2023 - 2024,Sassuolo,Ruan,BRA,24,1999,Right,RM,10,CB
ITA-Serie A,2023 - 2024,Torino,Adam Masina,MAR,29,1994,Left,CB,10,CB
ITA-Serie A,2023 - 2024,Torino,Alessandro Buongiorno,ITA,24,1999,Left,CB,4,CB
ITA-Serie A,2023 - 2024,Torino,Antonio Sanabria,PAR,27,1996,Right,ST,3,ST
ITA-Serie A,2023 - 2024,Torino,Duván Zapata,COL,32,1991,Right,ST,17,ST
ITA-Serie A,2023 - 2024,Torino,Ivan Ilić,SRB,22,2001,Left,CM,7,CM
ITA-Serie A,2023 - 2024,Torino,Karol Linetty,POL,28,1995,Right,CDM,1,CDM
ITA-Serie A,2023 - 2024,Torino,Mërgim Vojvoda,KVX,28,1995,Right,RB,14,CM
ITA-Serie A,2023 - 2024,Torino,Nikola Vlašić,CRO,25,1997,Right,CAM,0,RM
ITA-Serie A,2023 - 2024,Torino,Raoul Bellanova,ITA,23,2000,Right,RM,13,LB
ITA-Serie A,2023 - 2024,Torino,Ricardo Rodríguez,SUI,30,1992,Left,LB,5,CDM
ITA-Serie A,2023 - 2024,Torino,Samuele Ricci,ITA,21,2001,Right,CDM,5,CDM
ITA-Serie A,2023 - 2024,Torino,Valentino Lazaro,AUT,27,1996,Right,RM,18,LB
ITA-Serie A,2023 - 2024,Udinese,Festy Ebosele,IRL,20,2002,Right,RM,6,RM
ITA-Serie A,2023 - 2024,Udinese,Florian Thauvin,FRA,30,1993,Left,ST,16,RM
ITA-Serie A,2023 - 2024,Udinese,Hassane Kamara,CIV,29,1994,Left,LB,18,LB
ITA-Serie A,2023 - 2024,Udinese,Jordan Zemura,ZIM,23,1999,Left,LB,8,CB
ITA-Serie A,2023 - 2024,Udinese,Kingsley Ehizibue,NED,28,1995,Right,RB,14,CM
ITA-Serie A,2023 - 2024,Udinese,Lazar Samardzic,SRB,21,2002,Left,CM,9,CAM
ITA-Serie A,2023 - 2024,Udinese,Lorenzo Lucca,ITA,22,2000,Right,ST,17,ST
ITA-Serie A,2023 - 2024,Udinese,Martín Payero,ARG,24,1998,Right,CM,6,RM
ITA-Serie A,2023 - 2024,Udinese,Nehuén Pérez,ARG,23,2000,Right,CB,4,CB
ITA-Serie A,2023 - 2024,Udinese,Roberto Pereyra,ARG,32,1991,Right,CM,12,ST
ITA-Serie A,2023 - 2024,Udinese,Sandi Lovrić,SVN,25,1998,Right,CM,6,RM
ITA-Serie A,2023 - 2024,Udinese,Thomas Kristensen,DEN,21,2002,Right,CB,10,CB
ENG-Premier League,2022 - 2023,Arsenal,Bukayo Saka,ENG,20,2001,Left,RW,0,RM
ENG-Premier League,2022 - 2023,Arsenal,Eddie Nketiah,ENG,23,1999,Right,ST,3,ST
ENG-Premier League,2022 - 2023,Arsenal,Gabriel Jesus,BRA,25,1997,Right,ST,17,ST
ENG-Premier League,2022 - 2023,Arsenal,Gabriel Martinelli,BRA,21,2001,Right,LW,11,ST
ENG-Premier League,2022 - 2023,Arsenal,Granit Xhaka,SUI,29,1992,Left,CDM,7,CM
ENG-Premier League,2022 - 2023,Arsenal,Leandro Trossard,BEL,27,1994,Right,LW,16,RM
ENG-Premier League,2022 - 2023,Arsenal,Martin Ødegaard,NOR,23,1998,Left,CM,9,CAM
ENG-Premier League,2022 - 2023,Arsenal,Oleksandr Zinchenko,UKR,25,1996,Left,LB,7,CM
ENG-Premier League,2022 - 2023,Arsenal,Thomas Partey,GHA,29,1993,Right,CDM,5,CDM
ENG-Premier League,2022 - 2023,Arsenal,William Saliba,FRA,21,2001,Right,CB,15,CB
ENG-Premier League,2022 - 2023,Aston Villa,Ashley Young,ENG,37,1985,Right,RB,18,LB
ENG-Premier League,2022 - 2023,Aston Villa,Boubacar Kamara,FRA,22,1999,Right,CDM,1,CDM
